1,100001,200001,300001,400001,500001,600001,700001,800001
17.60000000000001,17.60000000000001,17.60000000000001,17.60000000000001,17.60000000000001,17.60000000000001,17.60000000000001,17.60000000000001,17.60000000000001
22.400000000000002,22.400000000000002,22.400000000000002,22.400000000000002,22.400000000000002,22.400000000000002,22.400000000000002,22.400000000000002,22.400000000000002
24.900000000000013,24.900000000000013,24.900000000000013,24.900000000000013,24.900000000000013,24.900000000000013,24.900000000000013,24.900000000000013,24.900000000000013
21.90000000000001,21.90000000000001,21.90000000000001,21.90000000000001,21.90000000000001,21.90000000000001,21.90000000000001,21.90000000000001,21.90000000000001
18.900000000000002,18.900000000000002,18.900000000000002,18.900000000000002,18.900000000000002,18.900000000000002,-15.399999999999997,-15.399999999999997,18.900000000000002
21.400000000000013,21.400000000000013,21.400000000000013,21.400000000000013,21.400000000000013,21.400000000000013,21.400000000000013,21.400000000000013,21.400000000000013
21.400000000000016,21.400000000000016,21.400000000000016,21.400000000000016,21.400000000000016,21.400000000000016,21.400000000000016,21.400000000000016,21.400000000000016
17.700000000000024,17.700000000000024,17.700000000000024,17.700000000000024,17.700000000000024,17.700000000000024,17.700000000000024,17.700000000000024,17.700000000000024
22.50000000000001,22.50000000000001,22.50000000000001,22.50000000000001,22.50000000000001,22.50000000000001,22.50000000000001,22.50000000000001,22.50000000000001
14.500000000000007,14.500000000000007,14.500000000000007,14.500000000000007,14.500000000000007,14.500000000000007,14.500000000000007,14.500000000000007,14.500000000000007
24.70000000000001,24.70000000000001,24.70000000000001,24.70000000000001,24.70000000000001,24.70000000000001,24.70000000000001,24.70000000000001,24.70000000000001
25.60000000000001,25.60000000000001,25.60000000000001,25.60000000000001,25.60000000000001,25.60000000000001,25.60000000000001,25.60000000000001,25.60000000000001
16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002,16.900000000000002
15.799999999999999,15.799999999999999,15.799999999999999,15.799999999999999,15.799999999999999,15.799999999999999,-23.4,-23.4,15.799999999999999
-12.999999999999995,-12.999999999999995,-12.999999999999995,-12.999999999999995,-12.999999999999995,-12.999999999999995,-12.999999999999995,-12.999999999999995,-12.999999999999995
12.100000000000023,12.100000000000023,12.100000000000023,12.100000000000023,12.100000000000023,12.100000000000023,12.100000000000023,12.100000000000023,12.100000000000023
-23.200000000000003,-23.200000000000003,-23.200000000000003,-23.200000000000003,-23.200000000000003,-23.200000000000003,-23.200000000000003,-23.200000000000003,-23.200000000000003
23.700000000000003,23.700000000000003,23.700000000000003,23.700000000000003,23.700000000000003,23.700000000000003,23.700000000000003,23.700000000000003,23.700000000000003
-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1,-20.1
16.10000000000001,16.10000000000001,16.10000000000001,16.10000000000001,16.10000000000001,16.10000000000001,16.10000000000001,16.10000000000001,16.10000000000001
19.600000000000012,19.600000000000012,19.600000000000012,19.600000000000012,19.600000000000012,19.600000000000012,19.600000000000012,19.600000000000012,19.600000000000012
14.500000000000007,14.500000000000007,14.500000000000007,14.500000000000007,14.500000000000007,14.500000000000007,14.500000000000007,14.500000000000007,14.500000000000007
17.200000000000014,17.200000000000014,17.200000000000014,17.200000000000014,17.200000000000014,17.200000000000014,17.200000000000014,17.200000000000014,17.200000000000014
